Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-01-28,ACE,EQ,37.4,37.55,38.0,37.1,37.75,37.55,37.56,96592,362760015000.0,542,54056,0.5596
2015-01-29,ACE,EQ,37.55,37.4,38.9,36.5,38.15,38.4,38.16,144274,550582535000.0,940,68722,0.47630000000000006
2015-01-30,ACE,EQ,38.4,38.9,39.65,38.1,38.75,38.95,38.98,258392,1007295519999.9999,1236,130550,0.5052000000000001
2015-02-02,ACE,EQ,38.95,38.85,41.0,37.9,40.7,40.4,39.69,263372,1045381094999.9999,1427,176445,0.6698999999999999
2015-02-03,ACE,EQ,40.4,40.95,41.8,40.15,40.25,40.55,40.69,308156,1253826085000.0,1623,207104,0.6720999999999999
2015-02-04,ACE,EQ,40.55,40.85,42.95,40.6,42.1,42.1,41.82,602728,2520834085000.0,3308,351061,0.5825
2015-02-05,ACE,EQ,42.1,41.9,42.25,39.05,39.65,39.65,41.14,318185,1309045270000.0,1507,176257,0.5539000000000001
2015-02-06,ACE,EQ,39.65,39.1,39.4,37.0,37.35,37.3,37.89,267871,1015060185000.0,1386,182475,0.6812
2015-02-09,ACE,EQ,37.3,37.3,37.75,36.5,36.95,36.75,37.01,74698,276455955000.0,426,52299,0.7001000000000001
2015-02-10,ACE,EQ,36.75,37.35,38.0,36.5,36.75,36.7,37.04,100659,372882065000.0,903,64632,0.6421
2015-02-11,ACE,EQ,36.7,36.75,37.5,36.75,36.85,36.9,36.99,84580,312902760000.0,303,73035,0.8634999999999999
2015-02-12,ACE,EQ,36.9,37.6,38.2,36.6,36.6,36.85,36.98,176533,652864975000.0,605,119955,0.6795
2015-02-13,ACE,EQ,36.85,36.75,37.8,36.5,36.8,36.65,36.9,103501,381872105000.0,444,66887,0.6462000000000001
2015-02-16,ACE,EQ,36.65,37.4,38.25,37.0,37.75,37.65,37.78,166273,628123645000.0,779,112612,0.6773
2015-02-18,ACE,EQ,37.65,38.4,38.6,37.5,37.65,37.7,37.93,157818,598555580000.0,486,116445,0.7378
2015-02-19,ACE,EQ,37.7,37.5,38.1,36.85,37.5,37.3,37.21,91907,342011885000.0,452,49670,0.5404
2015-02-20,ACE,EQ,37.3,37.25,37.75,37.0,37.6,37.35,37.35,60245,225028175000.0,391,38778,0.6437
2015-02-23,ACE,EQ,37.35,37.7,37.75,37.3,37.7,37.45,37.48,112232,420680995000.0,464,90347,0.805
2015-02-24,ACE,EQ,37.45,37.7,39.85,37.15,38.3,38.1,38.41,294660,1131706875000.0,1465,117096,0.39740000000000003
2015-02-25,ACE,EQ,38.1,38.45,39.35,37.55,39.0,38.9,38.64,506203,1955870885000.0002,2198,417998,0.8258
2015-02-26,ACE,EQ,38.9,39.5,39.5,37.05,37.1,37.65,38.6,887352,3425200500000.0,4752,397786,0.4483
2015-02-27,ACE,EQ,37.65,37.65,38.3,37.5,37.9,37.85,37.93,173993,659955945000.0,1290,120432,0.6922
2015-02-28,ACE,EQ,37.85,38.95,39.4,37.15,37.35,37.35,38.33,343491,1316751285000.0,2478,139990,0.40759999999999996
2015-03-02,ACE,EQ,37.35,38.0,41.8,37.25,41.5,40.8,39.79,925208,3681053975000.0,3911,496385,0.5365
2015-03-03,ACE,EQ,40.8,42.0,48.1,41.8,46.35,46.35,45.51,3656372,16640666335000.0,16652,1289597,0.3527
2015-03-04,ACE,EQ,46.35,46.95,48.7,43.25,44.6,44.35,46.53,1470978,6844760700000.0,8269,664100,0.4515
2015-03-05,ACE,EQ,44.35,44.7,45.85,43.5,44.8,44.75,44.54,502986,2240352055000.0,3989,260387,0.5177
2015-03-09,ACE,EQ,44.75,43.3,44.5,42.5,42.95,42.7,42.99,365479,1571328155000.0,3142,245262,0.6711
2015-03-10,ACE,EQ,42.7,42.7,44.3,41.7,42.2,42.0,42.96,226316,972337360000.0,1839,121574,0.5372
2015-03-11,ACE,EQ,42.0,42.7,42.9,41.35,42.15,42.1,42.4,159684,677014905000.0,971,88471,0.554
2015-03-12,ACE,EQ,42.1,42.85,44.5,42.3,44.0,43.85,43.65,267592,1168007740000.0,1979,126682,0.47340000000000004
2015-03-13,ACE,EQ,43.85,44.0,45.3,41.0,42.6,43.0,43.28,518670,2244858815000.0,3805,275075,0.5303
2015-03-16,ACE,EQ,43.0,43.4,44.9,42.0,43.0,43.05,43.19,189569,818760535000.0,1354,83097,0.43829999999999997
2015-03-17,ACE,EQ,43.05,43.1,43.8,42.0,42.0,42.15,42.68,156368,667397520000.0,832,91601,0.5858
2015-03-18,ACE,EQ,42.15,42.25,43.25,40.95,41.65,41.6,41.64,238512,993198485000.0,1601,137536,0.5766
2015-03-19,ACE,EQ,41.6,42.8,43.75,41.5,41.6,41.8,42.75,335083,1432623290000.0,1447,178941,0.534
2015-03-20,ACE,EQ,41.8,42.0,42.0,40.0,40.0,40.25,40.72,146515,596598530000.0,1030,91807,0.6265999999999999
2015-03-23,ACE,EQ,40.25,41.7,42.05,38.3,38.7,38.75,39.62,248004,982681480000.0001,1802,129537,0.5223
2015-03-24,ACE,EQ,38.75,38.8,39.95,37.6,38.0,37.95,38.45,191182,735118555000.0,1274,116615,0.61
2015-03-25,ACE,EQ,37.95,38.7,38.8,37.6,37.65,37.85,37.99,137110,520823445000.0,990,58301,0.4252
2015-03-26,ACE,EQ,37.85,36.75,37.9,36.3,36.75,36.7,37.14,178915,664445840000.0,1371,77168,0.4313
2015-03-27,ACE,EQ,36.7,37.5,38.0,36.0,37.75,37.7,36.85,199531,735370795000.0,1344,123285,0.6179
2015-03-30,ACE,EQ,37.7,38.0,38.45,37.6,38.0,37.95,37.99,233196,885953425000.0,818,201271,0.8631000000000001
2015-03-31,ACE,EQ,37.95,38.8,42.9,38.8,40.4,40.55,41.05,585825,2404666560000.0,4093,239599,0.409
2015-04-01,ACE,EQ,40.55,40.1,41.7,40.05,40.75,41.15,40.7,356130,1449476710000.0,2122,147361,0.41380000000000006
2015-04-06,ACE,EQ,41.15,41.65,42.9,41.15,41.9,41.75,42.11,378123,1592235070000.0,1924,162545,0.4299
2015-04-07,ACE,EQ,41.75,42.0,43.6,41.5,43.3,43.0,42.56,312652,1330772765000.0,1448,177745,0.5685
2015-04-08,ACE,EQ,43.0,43.5,45.25,43.0,43.25,43.45,44.19,457391,2021236805000.0,2519,252534,0.5521
2015-04-09,ACE,EQ,43.45,43.7,44.5,41.7,42.25,42.45,42.92,371767,1595616770000.0,1872,197171,0.5304
2015-04-10,ACE,EQ,42.45,42.7,44.0,42.0,42.5,42.4,42.87,400606,1717230135000.0002,1809,229189,0.5721
2015-04-13,ACE,EQ,42.4,44.15,45.95,43.9,44.4,44.25,44.63,590560,2635736725000.0,3211,309592,0.5242
2015-04-15,ACE,EQ,44.25,44.55,45.75,43.2,43.7,43.75,44.47,495041,2201312935000.0,2532,234296,0.4733
2015-04-16,ACE,EQ,43.75,44.25,44.3,42.4,42.75,42.65,43.21,248506,1073740480000.0001,1980,119446,0.4807
2015-04-17,ACE,EQ,42.65,42.9,43.95,41.1,41.85,41.45,42.39,252733,1071434244999.9999,1860,111768,0.4422
2015-04-20,ACE,EQ,41.45,41.25,41.9,40.0,40.35,40.25,40.79,211420,862468769999.9999,1293,109878,0.5197
2015-04-21,ACE,EQ,40.25,40.25,41.2,39.5,40.3,40.3,40.37,188693,761748670000.0,1587,88972,0.4715
2015-04-22,ACE,EQ,40.3,40.65,41.9,39.3,40.3,40.25,40.4,166984,674535990000.0,1665,64264,0.3849
2015-04-23,ACE,EQ,40.25,40.95,41.15,39.25,39.5,39.55,39.87,222966,889029960000.0,1589,105718,0.47409999999999997
2015-04-24,ACE,EQ,39.55,39.9,39.9,37.3,38.85,38.45,38.52,260264,1002600050000.0,3471,124332,0.4777
2015-04-27,ACE,EQ,38.45,39.5,39.5,36.45,36.95,36.9,37.05,309271,1145950840000.0,2304,180224,0.5827
2015-04-28,ACE,EQ,36.9,38.35,38.35,36.6,37.9,37.8,37.41,223247,835118835000.0,1549,83880,0.37570000000000003
2015-04-29,ACE,EQ,37.8,37.8,40.0,37.05,39.6,39.4,39.16,248736,974069025000.0,1975,103247,0.41509999999999997
2015-04-30,ACE,EQ,39.4,39.4,39.8,38.0,38.9,38.7,38.82,188645,732321165000.0,1407,90362,0.479
2015-05-04,ACE,EQ,38.7,38.25,39.6,38.25,38.95,38.85,39.02,150966,589065190000.0,817,84211,0.5578000000000001
2015-05-05,ACE,EQ,38.85,39.0,39.9,38.75,39.05,39.1,39.34,140349,552149485000.0,685,64091,0.45670000000000005
2015-05-06,ACE,EQ,39.1,39.0,39.0,37.6,37.8,37.95,38.13,145910,556308465000.0,735,83568,0.5727000000000001
2015-05-07,ACE,EQ,37.95,37.85,37.95,36.3,36.8,36.7,37.06,166050,615329335000.0,1035,92173,0.5551
2015-05-08,ACE,EQ,36.7,38.4,38.4,36.35,37.05,37.3,37.46,81487,305256175000.0,1379,37016,0.4543
2015-05-11,ACE,EQ,37.3,37.3,38.85,37.3,38.2,38.25,38.39,74079,284422225000.0,751,34822,0.47009999999999996
2015-05-12,ACE,EQ,38.25,38.8,38.8,36.9,36.9,37.0,37.22,90224,335844880000.0,761,49300,0.5464
2015-05-13,ACE,EQ,37.0,37.5,37.9,36.8,37.55,37.35,37.35,74665,278873455000.0,625,36883,0.494
2015-05-14,ACE,EQ,37.35,37.15,38.0,36.8,37.8,37.8,37.68,77459,291883155000.0,524,32451,0.4189
2015-05-15,ACE,EQ,37.8,37.8,38.35,36.8,36.9,36.95,37.26,180878,674028270000.0,931,125249,0.6925
2015-05-18,ACE,EQ,36.95,37.2,37.8,37.2,37.8,37.65,37.52,77158,289501360000.0,493,47647,0.6175
2015-05-19,ACE,EQ,37.65,37.7,40.7,37.7,40.5,40.1,39.3,329501,1295022400000.0,1608,220201,0.6683
2015-05-20,ACE,EQ,40.1,40.5,43.3,40.05,40.85,40.75,41.98,1249128,5243908335000.0,7855,435971,0.349
2015-05-21,ACE,EQ,40.75,40.75,41.1,39.35,39.65,39.9,40.01,138616,554638325000.0,1034,76309,0.5505
2015-05-22,ACE,EQ,39.9,39.9,40.5,38.6,38.75,38.85,39.42,149824,590599610000.0,1048,84302,0.5627000000000001
2015-05-25,ACE,EQ,38.85,38.15,40.2,37.7,40.2,39.75,39.13,206345,807387935000.0,1406,120320,0.5831000000000001
2015-05-26,ACE,EQ,39.75,40.0,40.4,39.15,39.25,39.5,39.93,120065,479399020000.0,888,70057,0.5835
2015-05-27,ACE,EQ,39.5,39.5,39.7,38.4,38.5,38.8,39.03,70661,275823190000.0,598,45505,0.644
2015-05-28,ACE,EQ,38.8,38.8,39.9,38.25,39.2,39.0,38.93,94056,366140270000.0,741,53381,0.5675
2015-05-29,ACE,EQ,39.0,39.4,41.65,38.75,39.9,40.1,40.26,433450,1745202455000.0,2944,254878,0.588
2015-06-01,ACE,EQ,40.1,40.1,40.5,39.45,39.9,39.9,39.9,202033,806142155000.0,958,127900,0.6331
2015-06-02,ACE,EQ,39.9,39.65,39.8,38.65,39.0,39.1,39.29,115687,454507665000.00006,758,71931,0.6218
2015-06-03,ACE,EQ,39.1,38.5,39.0,36.05,38.0,37.85,37.66,264339,995574800000.0,1692,143305,0.5421
2015-06-04,ACE,EQ,37.85,38.5,40.6,37.5,40.3,40.0,39.09,271751,1062160844999.9999,1739,176677,0.6501
2015-06-05,ACE,EQ,40.0,40.3,41.5,39.9,40.15,40.55,40.86,581512,2375971665000.0,3550,437581,0.7525000000000001
2015-06-08,ACE,EQ,40.55,40.55,40.95,38.7,38.9,39.0,39.43,94464,372444815000.0,592,53557,0.5670000000000001
2015-06-09,ACE,EQ,39.0,38.3,39.5,38.3,38.5,38.65,39.03,106449,415429060000.0,811,65692,0.6171
2015-06-10,ACE,EQ,38.65,38.75,41.2,38.6,39.8,39.85,40.15,292585,1174783775000.0,1325,206364,0.7053
2015-06-11,ACE,EQ,39.85,40.25,40.8,38.6,38.8,38.9,39.84,108648,432890800000.0,889,56137,0.5167
2015-06-12,ACE,EQ,38.9,39.0,40.0,38.25,39.15,39.45,39.39,138765,546555990000.00006,1128,72884,0.5252
2015-06-15,ACE,EQ,39.45,39.3,40.1,38.75,38.85,39.0,39.47,107967,426184995000.0,795,57858,0.5359
2015-06-16,ACE,EQ,39.0,38.95,45.0,38.9,43.35,43.5,43.35,1226483,5316409705000.0,5672,553805,0.4515
2015-06-17,ACE,EQ,43.5,43.5,44.8,42.6,42.65,42.9,43.78,558061,2443241520000.0,3755,240218,0.4305
2015-06-18,ACE,EQ,42.9,43.1,46.5,42.75,45.6,45.75,45.23,1130342,5112934705000.0,6584,531124,0.46990000000000004
2015-06-19,ACE,EQ,45.75,46.1,46.35,43.0,43.5,43.75,44.68,386627,1727332825000.0,2220,207227,0.536
2015-06-22,ACE,EQ,43.75,44.0,44.6,43.65,43.95,43.9,44.05,165842,730529040000.0,912,85598,0.5161
2015-06-23,ACE,EQ,43.9,44.0,45.1,43.7,43.8,44.0,44.39,191303,849217080000.0001,1348,88974,0.4651
2015-06-24,ACE,EQ,44.0,43.55,44.55,42.15,42.35,42.7,43.73,159438,697259575000.0,1211,90410,0.5671
2015-06-25,ACE,EQ,42.7,43.0,43.55,42.5,42.9,42.85,43.02,176382,758865665000.0,738,118488,0.6718000000000001
2015-06-26,ACE,EQ,42.85,42.85,44.55,42.4,43.6,43.55,43.54,319077,1389241020000.0,2076,104510,0.3275
2015-06-29,ACE,EQ,43.55,41.5,42.85,40.2,41.95,42.0,41.62,119207,496141650000.0,1349,60715,0.5093
2015-06-30,ACE,EQ,42.0,41.5,42.75,41.5,41.95,41.85,42.15,166567,702078295000.0,909,75999,0.45630000000000004
2015-07-01,ACE,EQ,41.85,42.1,44.25,42.0,43.0,43.05,43.35,238696,1034661215000.0,1323,106778,0.4473
2015-07-02,ACE,EQ,43.05,42.95,43.6,42.6,42.85,42.8,43.0,167668,720899260000.0,716,105199,0.6274000000000001
2015-07-03,ACE,EQ,42.8,43.0,44.95,42.5,42.8,42.85,43.57,255828,1114517930000.0,1304,109000,0.4261
2015-07-06,ACE,EQ,42.85,42.0,44.4,41.6,43.3,43.3,43.53,225494,981563605000.0001,1204,94173,0.41759999999999997
2015-07-07,ACE,EQ,43.3,43.75,47.3,43.3,45.25,45.05,45.74,1021117,4670661375000.0,4769,410540,0.402
2015-07-08,ACE,EQ,45.05,44.5,46.2,43.6,44.15,44.55,44.75,369466,1653336165000.0,1903,180206,0.4877
2015-07-09,ACE,EQ,44.55,44.85,45.3,43.0,43.45,43.4,44.13,282404,1246297885000.0,1147,191477,0.6779999999999999
2015-07-10,ACE,EQ,43.4,43.75,43.85,43.0,43.05,43.2,43.38,134503,583438690000.0,884,84805,0.6305
2015-07-13,ACE,EQ,43.2,43.65,44.0,43.1,43.15,43.35,43.53,91940,400171160000.0,653,49669,0.5402
2015-07-14,ACE,EQ,43.35,44.25,46.0,43.85,44.7,44.6,44.87,438085,1965620000000.0,2717,197825,0.4516
2015-07-15,ACE,EQ,44.6,44.35,45.35,44.15,44.55,44.35,44.74,187570,839277425000.0,1001,103631,0.5525
2015-07-16,ACE,EQ,44.35,44.5,44.85,43.7,43.9,43.8,44.12,175891,776080875000.0,1147,87102,0.49520000000000003
2015-07-17,ACE,EQ,43.8,44.0,44.2,43.6,43.8,43.9,43.88,118828,521429290000.00006,711,80742,0.6795
2015-07-20,ACE,EQ,43.9,44.05,44.75,43.4,44.1,43.95,44.06,149291,657763855000.0,787,95637,0.6406000000000001
2015-07-21,ACE,EQ,43.95,44.2,44.2,42.5,42.95,42.8,43.6,200186,872799300000.0,1191,121257,0.6057
2015-07-22,ACE,EQ,42.8,43.0,43.3,42.1,42.8,42.7,42.81,114251,489136590000.00006,819,72640,0.6358
2015-07-23,ACE,EQ,42.7,43.15,43.25,42.1,42.7,42.6,42.66,148245,632454985000.0,1016,78330,0.5284000000000001
2015-07-24,ACE,EQ,42.6,42.55,44.9,42.35,43.8,43.45,43.8,382354,1674589605000.0,1874,187324,0.48990000000000006
2015-07-27,ACE,EQ,43.45,43.5,46.7,42.8,44.85,44.55,45.34,913721,4142545670000.0005,5101,351781,0.385
2015-07-28,ACE,EQ,44.55,44.75,45.4,43.65,44.1,43.9,44.37,167438,742930415000.0,1100,110474,0.6598
2015-07-29,ACE,EQ,43.9,43.95,46.0,43.0,45.7,45.55,44.91,319348,1434191405000.0,1932,178281,0.5583
2015-07-30,ACE,EQ,45.55,45.7,52.3,45.25,51.8,51.45,50.25,3455756,17364126169999.998,17693,1284572,0.37170000000000003
2015-07-31,ACE,EQ,51.45,51.95,51.95,48.6,49.65,49.3,49.95,814018,4065746770000.0005,6206,323928,0.3979
2015-08-03,ACE,EQ,49.3,49.45,50.7,48.7,48.8,49.05,49.62,477488,2369210080000.0,2485,225755,0.4728
2015-08-04,ACE,EQ,49.05,49.25,49.65,47.15,47.85,47.9,48.09,396133,1904912620000.0,2464,207564,0.524
2015-08-05,ACE,EQ,47.9,48.5,55.4,47.85,54.0,54.15,52.15,3571886,18627784865000.0,14627,1625368,0.455
2015-08-06,ACE,EQ,54.15,54.2,55.3,51.35,52.35,52.3,53.35,1235560,6592084970000.0,5366,737892,0.5972
2015-08-07,ACE,EQ,52.3,52.45,53.65,51.3,51.6,51.7,52.42,376873,1975533950000.0,3249,199327,0.5289
2015-08-10,ACE,EQ,51.7,49.55,52.6,48.25,48.45,48.85,50.15,968385,4856369420000.0,5555,359716,0.3715
2015-08-11,ACE,EQ,48.85,48.25,50.5,46.4,47.55,47.65,48.46,309441,1499474095000.0,2422,157378,0.5086
2015-08-12,ACE,EQ,47.65,48.25,48.25,45.3,45.75,45.55,46.59,297064,1384079545000.0,3359,128550,0.43270000000000003
2015-08-13,ACE,EQ,45.55,46.1,50.4,43.8,44.5,44.45,45.57,269530,1228269510000.0,1894,132438,0.4914
2015-08-14,ACE,EQ,44.45,44.6,46.8,44.2,45.95,46.25,46.0,260668,1199089130000.0,2150,162322,0.6227
2015-08-17,ACE,EQ,46.25,46.7,46.75,44.55,45.2,45.1,45.36,150113,680971655000.0,1866,69418,0.46240000000000003
2015-08-18,ACE,EQ,45.1,46.6,47.5,45.15,46.05,46.1,46.35,145392,673915590000.0,1284,66189,0.45520000000000005
2015-08-19,ACE,EQ,46.1,46.35,47.35,45.75,45.75,46.2,46.65,127864,596487875000.0,1011,62819,0.4913
2015-08-20,ACE,EQ,46.2,45.85,46.7,44.2,44.5,44.55,45.27,162426,735369955000.0,1434,94521,0.5819
2015-08-21,ACE,EQ,44.55,42.7,44.0,42.6,43.5,43.55,43.13,217010,936033255000.0001,1316,141234,0.6508
2015-08-24,ACE,EQ,43.55,40.3,41.9,34.85,36.2,36.45,37.9,537634,2037685145000.0,2862,354276,0.659
2015-08-25,ACE,EQ,36.45,37.05,39.8,31.1,38.0,38.0,35.23,811213,2857596710000.0,3440,542904,0.6692
2015-08-26,ACE,EQ,38.0,37.5,42.05,35.65,40.5,39.2,38.31,594134,2276376660000.0,2569,398137,0.6701
2015-08-27,ACE,EQ,39.2,40.75,42.4,40.0,41.7,41.65,41.79,760919,3179703725000.0,2230,616243,0.8099
2015-08-28,ACE,EQ,41.65,43.0,43.5,41.0,41.5,41.45,42.09,255184,1074066869999.9999,2007,105941,0.4152
2015-08-31,ACE,EQ,41.45,41.5,42.65,40.0,40.7,40.7,41.4,197527,817709915000.0,1647,76497,0.3873
2015-09-01,ACE,EQ,40.7,40.05,41.9,38.55,39.3,39.2,39.94,147876,590620495000.0,1001,76568,0.5178
2015-09-02,ACE,EQ,39.2,40.15,40.6,38.0,38.4,38.75,39.22,142900,560385320000.0,1490,69848,0.4888
2015-09-03,ACE,EQ,38.75,39.95,40.2,38.65,38.85,38.75,39.1,183515,717483265000.0,1286,96632,0.5266
2015-09-04,ACE,EQ,38.75,38.95,38.95,36.65,37.55,37.9,37.61,156130,587175140000.0,1048,83780,0.5366
2015-09-07,ACE,EQ,37.9,37.9,38.0,35.5,35.6,35.7,36.52,180482,659206625000.0,1044,85398,0.4732
2015-09-08,ACE,EQ,35.7,36.0,36.45,35.05,35.4,35.35,35.49,225977,802005260000.0,3321,130893,0.5792
2015-09-09,ACE,EQ,35.35,36.8,37.5,36.05,36.05,36.15,36.62,226989,831332550000.0,1954,107488,0.47350000000000003
2015-09-10,ACE,EQ,36.15,35.6,37.6,35.0,37.45,37.35,36.62,228123,835494505000.0,2034,66024,0.28940000000000005
2015-09-11,ACE,EQ,37.35,37.1,39.75,37.1,38.2,37.75,38.32,197102,755281580000.0,2499,98426,0.4994
2015-09-14,ACE,EQ,37.75,38.75,39.0,38.2,38.6,38.6,38.61,71725,276939685000.0,605,40104,0.5590999999999999
2015-09-15,ACE,EQ,38.6,38.3,38.85,37.85,37.9,38.0,38.17,69904,266795460000.0,622,31719,0.45380000000000004
2015-09-16,ACE,EQ,38.0,38.2,40.0,37.65,38.75,39.0,38.76,119719,463971800000.0,890,66011,0.5514
2015-09-18,ACE,EQ,39.0,39.15,39.9,38.8,39.0,38.95,39.33,87669,344794190000.0,738,41052,0.4683
2015-09-21,ACE,EQ,38.95,39.0,39.7,38.0,39.35,39.15,39.15,72050,282061745000.0,593,35511,0.4929
2015-09-22,ACE,EQ,39.15,39.35,39.85,37.8,38.0,38.15,38.98,102936,401267535000.0,673,53040,0.5153
2015-09-23,ACE,EQ,38.15,37.95,38.8,36.9,37.3,37.2,37.58,186989,702694400000.0,1100,107072,0.5726
2015-09-24,ACE,EQ,37.2,37.65,37.95,37.0,37.05,37.15,37.49,94933,355860395000.0,631,49311,0.5194
2015-09-28,ACE,EQ,37.15,37.75,37.75,36.5,36.55,36.75,37.1,79581,295277875000.0,713,40800,0.5127
2015-09-29,ACE,EQ,36.75,36.25,36.85,35.9,36.05,36.2,36.23,316084,1145074865000.0,1436,219545,0.6946
2015-09-30,ACE,EQ,36.2,37.0,37.9,36.5,37.3,37.3,37.05,109970,407459130000.0,739,51753,0.4706
2015-10-01,ACE,EQ,37.3,37.55,37.7,36.55,36.8,36.8,37.18,99936,371551635000.0,501,61097,0.6114
2015-10-05,ACE,EQ,36.8,36.9,39.35,36.9,38.5,38.55,38.5,274850,1058268640000.0,1954,121091,0.44060000000000005
2015-10-06,ACE,EQ,38.55,39.0,41.5,38.6,41.1,41.15,40.43,580845,2348197470000.0,3663,213799,0.36810000000000004
2015-10-07,ACE,EQ,41.15,41.5,42.75,41.2,41.3,41.55,41.76,277164,1157300460000.0,2093,104477,0.37700000000000006
2015-10-08,ACE,EQ,41.55,41.5,41.6,40.0,40.65,40.7,40.75,116359,474131890000.00006,707,56221,0.4832
2015-10-09,ACE,EQ,40.7,40.85,42.0,40.5,40.85,40.75,41.06,113953,467927545000.0,953,53883,0.4729
2015-10-12,ACE,EQ,40.75,40.7,41.65,39.75,40.45,40.25,40.51,94893,384438850000.0,523,52168,0.5498
2015-10-13,ACE,EQ,40.25,39.4,41.0,39.4,40.4,40.45,40.55,68274,276824035000.0,512,34147,0.5001
2015-10-14,ACE,EQ,40.45,40.2,42.4,40.2,41.0,41.0,41.28,154493,637774550000.0,913,55085,0.3566
2015-10-15,ACE,EQ,41.0,41.5,44.25,41.1,42.8,42.95,42.79,385090,1647963875000.0,2091,140416,0.36460000000000004
2015-10-16,ACE,EQ,42.95,43.6,47.0,42.5,46.8,46.1,45.2,1214826,5491250780000.0,5429,472044,0.3886
2015-10-19,ACE,EQ,46.1,48.2,48.7,45.55,45.7,46.1,46.66,1044640,4874541930000.0,4994,413525,0.39590000000000003
2015-10-20,ACE,EQ,46.1,46.0,47.45,45.05,45.3,45.25,46.37,363451,1685180139999.9998,1711,192863,0.5306000000000001
2015-10-21,ACE,EQ,45.25,45.5,46.4,43.2,44.2,44.35,44.65,225369,1006305565000.0,1214,106219,0.47130000000000005
2015-10-23,ACE,EQ,44.35,45.45,45.9,44.1,44.75,44.9,44.72,126907,567537660000.0,924,59490,0.46880000000000005
2015-10-26,ACE,EQ,44.9,45.0,45.25,42.35,42.75,42.85,43.02,197065,847820805000.0001,1178,115316,0.5852
2015-10-27,ACE,EQ,42.85,42.7,45.5,42.0,44.65,44.6,44.03,278587,1226756805000.0,1587,102807,0.369
2015-10-28,ACE,EQ,44.6,44.0,44.6,42.7,43.35,43.25,43.8,153608,672796405000.0,844,78257,0.5095000000000001
2015-10-29,ACE,EQ,43.25,42.95,44.6,42.95,43.15,43.15,43.47,136625,593963840000.0,775,52460,0.384
2015-10-30,ACE,EQ,43.15,43.6,43.95,42.2,42.55,42.5,43.01,142608,613398605000.0,783,70152,0.4919
2015-11-02,ACE,EQ,42.5,43.5,45.05,42.25,44.4,44.25,43.53,175431,763724795000.0,936,102575,0.5847
2015-11-03,ACE,EQ,44.25,44.25,45.8,43.55,44.8,45.15,44.64,221878,990405350000.0,1315,102119,0.46020000000000005
2015-11-04,ACE,EQ,45.15,45.65,45.9,43.4,43.7,43.9,44.91,311369,1398478705000.0,1486,190960,0.6133
2015-11-05,ACE,EQ,43.9,45.0,45.9,43.1,44.0,44.1,44.93,364689,1638612810000.0,1932,191840,0.526
2015-11-06,ACE,EQ,44.1,44.05,44.85,42.6,42.6,43.3,43.86,143786,630583890000.0,1227,67812,0.47159999999999996
